2012-12-4	Microcentro	Capital Federal	Graduada en Adm Empresas o Ing Industrial		A convenir	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref Graduada Universitaria	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-12-05	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2516096.htm	2012-12-06
2012-11-22	Microcentro	Capital Federal	Administrador/Especialista de Servidores Senior		Excelente	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref Adm Servidores Senior	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-23	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2508948.htm	2012-12-06
2012-11-22	Microcentro	Capital Federal	Administrador Firewalls para Redes		A convenir	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref Firewalls	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-23	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2501800.htm	2012-12-06
2012-11-19	Microcentro	Capital Federal	Estudiante de Ing. Electrónica o Sistemas		A convenir	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref SNMP	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-20	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2494652.htm	2012-12-06
2012-11-19	Microcentro	Capital Federal	Soporte de Redes		A convenir	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref Redes	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-20	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2487504.htm	2012-12-06
2012-11-19	Microcentro	Capital Federal	Graduado en Sistemas, Telecomunicaciones o Electrónica (Ingles Bilingue)		Excelente	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref Graduado Telco	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-20	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2480356.htm	2012-12-06
2012-11-14	Microcentro	Capital Federal	Administradores de Networking		A convenir	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref Networking	HV Talent	Lic. Martín Del Negro			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-15	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2473208.htm	2012-12-06
2012-11-6	Microcentro	Capital Federal	Analista de Unidad de Costos		Muy Bueno	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref Analista de Costos	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-06	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2466060.htm	2012-12-06
2012-11-6	Microcentro	Capital Federal	Analista Programador en Sistemas SNMP		Muy Bueno	Inmediato	Relación de Dependencia	Tiempo Completo	Al e-mail, Ref SNMP	HV Talent	Lic. Rodrigo Bilbao			Buenos Aires, Argentina	-34.6037232	-58.3815931	2012-11-06	http://www.computrabajo.com.ar/bt-ofrd-hvtalent-2451764.htm	2012-12-06
